locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFGBILMD_01455	CDS	270				Antitoxin VapB33
GFGBILMD_01456	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC33
GFGBILMD_01457	CDS	1584				hypothetical protein
GFGBILMD_01458	CDS	936				hypothetical protein
GFGBILMD_01459	CDS	831	sadH_1	1.-.-.-		Putative oxidoreductase SadH
GFGBILMD_01460	CDS	294	relE	3.1.-.-	COG2026	Toxin RelE
GFGBILMD_01461	CDS	270	relB		COG2161	Antitoxin RelB
GFGBILMD_01462	CDS	3696	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
GFGBILMD_01463	CDS	789				hypothetical protein
GFGBILMD_01464	CDS	1740	bmr3			Multidrug resistance protein 3
GFGBILMD_01465	CDS	3420				hypothetical protein
GFGBILMD_01466	CDS	609	lprE			Putative lipoprotein LprE
GFGBILMD_01467	CDS	1692	deaD_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
GFGBILMD_01468	CDS	1152				hypothetical protein
GFGBILMD_01469	CDS	609				putative HTH-type transcriptional regulator
GFGBILMD_01470	CDS	1206		1.14.-.-	COG2124	Cytochrome P450 130
GFGBILMD_01471	CDS	1368		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
GFGBILMD_01472	CDS	573	tap_1			Multidrug efflux pump Tap
GFGBILMD_01473	CDS	696	tap_2			Multidrug efflux pump Tap
GFGBILMD_01474	CDS	813	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
GFGBILMD_01475	CDS	1119			COG0654	putative protein
GFGBILMD_01476	CDS	474		1.1.98.-		F420H(2)-dependent quinone reductase
GFGBILMD_01477	CDS	435				hypothetical protein
GFGBILMD_01478	CDS	1389	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
GFGBILMD_01479	CDS	1194		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
GFGBILMD_01480	CDS	555				putative protein
GFGBILMD_01481	CDS	1881	pknH	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
GFGBILMD_01482	CDS	1167	embR_2		COG1716	Transcriptional regulatory protein EmbR
GFGBILMD_01483	CDS	699				hypothetical protein
GFGBILMD_01484	CDS	603				hypothetical protein
GFGBILMD_01485	CDS	735	lprA			Lipoprotein LprA
GFGBILMD_01486	CDS	342				hypothetical protein
GFGBILMD_01487	CDS	1845		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
GFGBILMD_01488	CDS	1749			COG1132	putative ABC transporter ATP-binding protein
GFGBILMD_01489	CDS	558	lprB			Putative lipoprotein LprB
GFGBILMD_01490	CDS	543				hypothetical protein
GFGBILMD_01491	CDS	507		3.1.3.-	COG2062	putative protein
GFGBILMD_01492	CDS	1152				hypothetical protein
GFGBILMD_01493	CDS	2628				putative protein
GFGBILMD_01494	CDS	1587		1.1.-.-	COG2303	putative GMC-type oxidoreductase
GFGBILMD_01495	CDS	1638			COG0747	putative protein
GFGBILMD_01496	CDS	1839			COG1123	putative ABC transporter ATP-binding protein
GFGBILMD_01497	CDS	876			COG1173	Putative peptide transport permease protein
GFGBILMD_01498	CDS	978			COG0601	Putative peptide transport permease protein
GFGBILMD_01499	CDS	492	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
GFGBILMD_01500	CDS	999	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
GFGBILMD_01501	CDS	1845	cysNC		COG0529	Bifunctional enzyme CysN/CysC
GFGBILMD_01502	CDS	486			COG1959	Putative HTH-type transcriptional regulator
GFGBILMD_01503	CDS	1218			COG0627	putative protein
GFGBILMD_01504	CDS	633				putative protein
GFGBILMD_01505	CDS	1404			COG4325	putative protein
GFGBILMD_01506	CDS	369				hypothetical protein
GFGBILMD_01507	CDS	336				hypothetical protein
GFGBILMD_01508	tRNA	74				tRNA-Arg(ccg)
GFGBILMD_01509	CDS	1653	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GFGBILMD_01510	CDS	1344	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GFGBILMD_01511	CDS	1326	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
GFGBILMD_01512	CDS	1083	thrC	4.2.3.1	COG0498	Threonine synthase
GFGBILMD_01513	CDS	951	thrB	2.7.1.39	COG0083	Homoserine kinase
GFGBILMD_01514	CDS	1809	rho	3.6.4.-	COG1158	Transcription termination factor Rho
GFGBILMD_01515	CDS	243	rpmE		COG0254	50S ribosomal protein L31
GFGBILMD_01516	CDS	1074	prfA		COG0216	Peptide chain release factor 1
GFGBILMD_01517	CDS	978	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
GFGBILMD_01518	CDS	654		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
GFGBILMD_01519	CDS	1215	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
GFGBILMD_01520	CDS	486				putative protein
GFGBILMD_01521	CDS	753	atpB		COG0356	ATP synthase subunit a
GFGBILMD_01522	CDS	246	atpH			ATP synthase subunit c
GFGBILMD_01523	CDS	516	atpF		COG0711	ATP synthase subunit b
GFGBILMD_01524	CDS	1341	atpFH		COG0711	ATP synthase subunit b-delta
GFGBILMD_01525	CDS	1650	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
GFGBILMD_01526	CDS	918	atpG		COG0224	ATP synthase gamma chain
GFGBILMD_01527	CDS	1461	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
GFGBILMD_01528	CDS	366	atpC		COG0355	ATP synthase epsilon chain
GFGBILMD_01529	CDS	432				putative protein
GFGBILMD_01530	CDS	693	mprA		COG0745	Response regulator MprA
GFGBILMD_01531	CDS	1515	mprB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
GFGBILMD_01532	CDS	1395				hypothetical protein
GFGBILMD_01533	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
GFGBILMD_01534	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
GFGBILMD_01535	CDS	747			COG1136	putative ABC transporter ATP-binding protein
GFGBILMD_01536	CDS	2451				hypothetical protein
GFGBILMD_01537	CDS	1161				hypothetical protein
GFGBILMD_01538	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
GFGBILMD_01539	CDS	657				hypothetical protein
GFGBILMD_01540	CDS	333				hypothetical protein
GFGBILMD_01541	CDS	588		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
GFGBILMD_01542	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GFGBILMD_01543	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
GFGBILMD_01544	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
GFGBILMD_01545	CDS	1077				hypothetical protein
GFGBILMD_01546	tRNA	76				tRNA-Ala(cgc)
GFGBILMD_01547	CDS	252				hypothetical protein
GFGBILMD_01548	CDS	210				hypothetical protein
GFGBILMD_01549	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
GFGBILMD_01550	CDS	759				hypothetical protein
GFGBILMD_01551	CDS	618				hypothetical protein
GFGBILMD_01552	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
GFGBILMD_01553	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
GFGBILMD_01554	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GFGBILMD_01555	CDS	1224				hypothetical protein
GFGBILMD_01556	CDS	1245	menF_2	5.4.4.2		Isochorismate synthase MenF
GFGBILMD_01557	CDS	1587				hypothetical protein
GFGBILMD_01558	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
GFGBILMD_01559	CDS	861	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
GFGBILMD_01560	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
GFGBILMD_01561	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GFGBILMD_01562	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GFGBILMD_01563	CDS	1635		6.2.1.-	COG0318	Putative ligase
GFGBILMD_01564	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GFGBILMD_01565	CDS	648	rplY		COG1825	50S ribosomal protein L25
GFGBILMD_01566	CDS	651	lpqT			Putative lipoprotein LpqT
GFGBILMD_01567	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GFGBILMD_01568	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
GFGBILMD_01569	tRNA	73				tRNA-Gln(ttg)
GFGBILMD_01570	CDS	594				hypothetical protein
GFGBILMD_01571	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GFGBILMD_01572	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
GFGBILMD_01573	CDS	732				hypothetical protein
GFGBILMD_01574	CDS	1290	eno	4.2.1.11	COG0148	Enolase
GFGBILMD_01575	CDS	687				hypothetical protein
GFGBILMD_01576	CDS	492				hypothetical protein
GFGBILMD_01577	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
GFGBILMD_01578	CDS	93				hypothetical protein
GFGBILMD_01579	CDS	213				hypothetical protein
GFGBILMD_01580	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
GFGBILMD_01581	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
GFGBILMD_01582	CDS	147				hypothetical protein
GFGBILMD_01583	CDS	99				hypothetical protein
GFGBILMD_01584	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
GFGBILMD_01585	CDS	2127	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GFGBILMD_01586	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
GFGBILMD_01587	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
GFGBILMD_01588	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
GFGBILMD_01589	CDS	492				ISNCY family transposase ISRjo3
GFGBILMD_01590	CDS	687				ISNCY family transposase ISRjo3
GFGBILMD_01591	CDS	324				hypothetical protein
GFGBILMD_01592	CDS	285	esxV_1			ESAT-6-like protein EsxV
GFGBILMD_01593	CDS	297	esxJ_1			ESAT-6-like protein EsxJ
GFGBILMD_01594	CDS	1242				hypothetical protein
GFGBILMD_01595	CDS	300				PE family protein PE13
GFGBILMD_01596	CDS	837				hypothetical protein
GFGBILMD_01597	CDS	609	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
GFGBILMD_01598	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
GFGBILMD_01599	CDS	1074				hypothetical protein
GFGBILMD_01600	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
GFGBILMD_01601	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
GFGBILMD_01602	CDS	1098				hypothetical protein
GFGBILMD_01603	CDS	1275				putative protein
GFGBILMD_01604	CDS	726	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
GFGBILMD_01605	CDS	345				hypothetical protein
GFGBILMD_01606	CDS	876			COG5285	putative protein
GFGBILMD_01607	CDS	969	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
GFGBILMD_01608	CDS	1761				hypothetical protein
GFGBILMD_01609	CDS	348				hypothetical protein
GFGBILMD_01610	CDS	366				hypothetical protein
GFGBILMD_01611	CDS	747				IS21 family transposase ISAau2
GFGBILMD_01612	CDS	1230				IS256 family transposase IS1553
GFGBILMD_01613	CDS	573	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
GFGBILMD_01614	CDS	195				hypothetical protein
GFGBILMD_01615	CDS	192				hypothetical protein
GFGBILMD_01616	tRNA	76				tRNA-Thr(cgt)
GFGBILMD_01617	CDS	1209				hypothetical protein
GFGBILMD_01618	CDS	1650				hypothetical protein
GFGBILMD_01619	CDS	2988	topA	5.6.2.1	COG0550	DNA topoisomerase 1
GFGBILMD_01620	CDS	579				hypothetical protein
GFGBILMD_01621	CDS	204	cspA		COG1278	putative cold shock protein A
GFGBILMD_01622	CDS	2316				hypothetical protein
GFGBILMD_01623	CDS	285				putative PE-PGRS family protein PE_PGRS24
GFGBILMD_01624	CDS	1038				hypothetical protein
GFGBILMD_01625	CDS	747				PE-PGRS family protein PE_PGRS61
GFGBILMD_01626	CDS	309				Apoptosis inhibitor
GFGBILMD_01627	CDS	288				Apoptosis inhibitor
GFGBILMD_01628	CDS	207				hypothetical protein
GFGBILMD_01629	CDS	588				hypothetical protein
GFGBILMD_01630	CDS	801				hypothetical protein
GFGBILMD_01631	CDS	1164			COG4962	Putative conjugal transfer protein
GFGBILMD_01632	CDS	1074				putative protein
GFGBILMD_01633	CDS	864		3.1.3.-	COG0560	putative phosphatase
GFGBILMD_01634	CDS	771				hypothetical protein
GFGBILMD_01635	CDS	1656	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GFGBILMD_01636	CDS	864	oppC		COG1173	Oligopeptide transport system permease protein OppC
GFGBILMD_01637	CDS	927	dppB		COG0601	Dipeptide transport system permease protein DppB
GFGBILMD_01638	CDS	1626	oppA		COG4166	Oligopeptide-binding protein OppA
GFGBILMD_01639	CDS	1956	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GFGBILMD_01640	CDS	699				hypothetical protein
GFGBILMD_01641	CDS	519				hypothetical protein
GFGBILMD_01642	CDS	963	ephA_1	3.3.2.10		Epoxide hydrolase A
GFGBILMD_01643	CDS	1203		3.4.21.-	COG0265	Serine protease
GFGBILMD_01644	CDS	822	nudL	3.6.1.-		putative Nudix hydrolase NudL
GFGBILMD_01645	CDS	648	resA_3			Thiol-disulfide oxidoreductase ResA
GFGBILMD_01646	CDS	681	nth	4.2.99.18	COG0177	Endonuclease III
GFGBILMD_01647	CDS	255				hypothetical protein
GFGBILMD_01648	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
GFGBILMD_01649	CDS	795				NCBIFAM: metallo-beta-lactamase core region
GFGBILMD_01650	CDS	456				hypothetical protein
GFGBILMD_01651	CDS	162				hypothetical protein
GFGBILMD_01652	CDS	1023			COG0003	Putative ATPase
GFGBILMD_01653	CDS	1161				hypothetical protein
GFGBILMD_01654	CDS	186				hypothetical protein
GFGBILMD_01655	CDS	423				hypothetical protein
GFGBILMD_01656	CDS	462				hypothetical protein
GFGBILMD_01657	CDS	1230				hypothetical protein
GFGBILMD_01658	CDS	804				hypothetical protein
GFGBILMD_01659	CDS	252				hypothetical protein
GFGBILMD_01660	CDS	1227	ldtB	2.3.2.-	COG1376	L,D-transpeptidase 2
GFGBILMD_01661	tRNA	74				tRNA-Lys(ctt)
GFGBILMD_01662	CDS	1479				hypothetical protein
GFGBILMD_01663	CDS	228				hypothetical protein
GFGBILMD_01664	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
GFGBILMD_01665	CDS	1413	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
GFGBILMD_01666	CDS	393	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GFGBILMD_01667	CDS	9210				hypothetical protein
GFGBILMD_01668	CDS	723		3.2.1.17		Putative peptidoglycan hydrolase
GFGBILMD_01669	CDS	402		3.1.-.-		Ribonuclease VapC17
GFGBILMD_01670	CDS	921	mrr		COG1715	Mrr restriction system protein
GFGBILMD_01671	CDS	951				hypothetical protein
GFGBILMD_01672	CDS	420		3.1.-.-		Ribonuclease VapC39
GFGBILMD_01673	CDS	225				Antitoxin VapB39
GFGBILMD_01674	CDS	2844				hypothetical protein
GFGBILMD_01675	CDS	402				hypothetical protein
GFGBILMD_01676	CDS	471	nusB		COG0781	Transcription antitermination protein NusB
GFGBILMD_01677	CDS	564	efp		COG0231	Elongation factor P
GFGBILMD_01678	CDS	1119	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
GFGBILMD_01679	CDS	693				hypothetical protein
GFGBILMD_01680	CDS	444	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GFGBILMD_01681	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GFGBILMD_01682	CDS	531	aroK	2.7.1.71	COG0703	Shikimate kinase
GFGBILMD_01683	CDS	1206	aroC	4.2.3.5	COG0082	Chorismate synthase
GFGBILMD_01684	CDS	315				hypothetical protein
GFGBILMD_01685	CDS	1212				hypothetical protein
GFGBILMD_01686	CDS	558	lppA_1			Putative lipoprotein LppA
GFGBILMD_01687	CDS	561	lppA_2			Putative lipoprotein LppA
GFGBILMD_01688	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
GFGBILMD_01689	CDS	273				Putative antitoxin VapB19
GFGBILMD_01690	CDS	378		3.1.-.-		Ribonuclease VapC19
GFGBILMD_01691	CDS	375				hypothetical protein
GFGBILMD_01692	CDS	396		3.1.-.-	COG2402	23S rRNA-specific endonuclease VapC20
GFGBILMD_01693	CDS	246				Antitoxin VapB20
GFGBILMD_01694	CDS	420				hypothetical protein
GFGBILMD_01695	CDS	810	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GFGBILMD_01696	CDS	1254	mltG	4.2.2.-		Endolytic murein transglycosylase
GFGBILMD_01697	CDS	429		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GFGBILMD_01698	CDS	2715	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GFGBILMD_01699	CDS	402				hypothetical protein
GFGBILMD_01700	CDS	675				putative protein
GFGBILMD_01701	CDS	624				putative protein
GFGBILMD_01702	CDS	1359			COG2256	putative AAA domain-containing protein
GFGBILMD_01703	CDS	978			COG5473	putative protein
GFGBILMD_01704	CDS	324				hypothetical protein
GFGBILMD_01705	CDS	738				hypothetical protein
GFGBILMD_01706	CDS	1050			COG0577	putative ABC transporter permease
GFGBILMD_01707	CDS	993			COG0664	putative ABC transporter ATP-binding protein
GFGBILMD_01708	CDS	1752			COG0664	putative NTE family protein
GFGBILMD_01709	CDS	3342				hypothetical protein
GFGBILMD_01710	CDS	2655			COG2307	putative protein
GFGBILMD_01711	CDS	1026			COG4307	putative protein
GFGBILMD_01712	CDS	945			COG1305	putative protein
GFGBILMD_01713	CDS	390				hypothetical protein
GFGBILMD_01714	CDS	1068			COG4129	putative protein
GFGBILMD_01715	CDS	1785	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
GFGBILMD_01716	CDS	828		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GFGBILMD_01717	CDS	504				putative protein
GFGBILMD_01718	CDS	882			COG2321	putative protein
GFGBILMD_01719	CDS	423				putative protein
GFGBILMD_01720	CDS	1398				hypothetical protein
GFGBILMD_01721	CDS	1023				hypothetical protein
GFGBILMD_01722	CDS	903	dhaA_1	3.8.1.5		Haloalkane dehalogenase 3
GFGBILMD_01723	CDS	1272	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GFGBILMD_01724	CDS	675		3.-.-.-		putative protein
GFGBILMD_01725	CDS	927	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
GFGBILMD_01726	CDS	2373	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
GFGBILMD_01727	CDS	672	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GFGBILMD_01728	CDS	1674			COG0747	putative lipoprotein
GFGBILMD_01729	CDS	1329	secF		COG0341	Protein translocase subunit SecF
GFGBILMD_01730	CDS	1722	secD		COG0342	Protein translocase subunit SecD
GFGBILMD_01731	CDS	348	yajC		COG1862	Sec translocon accessory complex subunit YajC
GFGBILMD_01732	CDS	1350	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
GFGBILMD_01733	CDS	3507	car	1.2.1.-	COG1022	Carboxylic acid reductase
GFGBILMD_01734	CDS	1632				hypothetical protein
GFGBILMD_01735	CDS	1035	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GFGBILMD_01736	CDS	591	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GFGBILMD_01737	CDS	567	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GFGBILMD_01738	CDS	213			COG2002	Antitoxin VapB40
GFGBILMD_01739	CDS	405		3.1.-.-		Ribonuclease VapC40
GFGBILMD_01740	CDS	621				putative protein
GFGBILMD_01741	CDS	495				hypothetical protein
GFGBILMD_01742	CDS	432				putative protein
GFGBILMD_01743	CDS	459				hypothetical protein
GFGBILMD_01744	CDS	1572	speE	2.5.1.16		Polyamine aminopropyltransferase
GFGBILMD_01745	CDS	288				Antitoxin VapB41
GFGBILMD_01746	CDS	441		3.1.-.-		Ribonuclease VapC41
GFGBILMD_01747	CDS	756			COG0217	putative transcriptional regulatory protein
GFGBILMD_01748	CDS	597	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GFGBILMD_01749	CDS	846	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GFGBILMD_01750	CDS	900	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
GFGBILMD_01751	CDS	675	pdxH	1.4.3.5	COG0259	Pyridoxine 5'-phosphate oxidase
GFGBILMD_01752	CDS	1743				putative PPE family protein PPE42
GFGBILMD_01753	CDS	1056				hypothetical protein
GFGBILMD_01754	CDS	1137	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
GFGBILMD_01755	CDS	951		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
GFGBILMD_01756	CDS	654	pgsA1	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
GFGBILMD_01757	CDS	588		2.7.7.53	COG0537	AP-4-A phosphorylase
GFGBILMD_01758	CDS	2079	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
GFGBILMD_01759	CDS	450				hypothetical protein
GFGBILMD_01760	CDS	2091	kimA		COG0531	Potassium transporter KimA
GFGBILMD_01761	CDS	684	trkA_1		COG0569	Trk system potassium uptake protein TrkA
GFGBILMD_01762	CDS	663	trkA_2		COG0569	Trk system potassium uptake protein TrkA
GFGBILMD_01763	CDS	672				hypothetical protein
GFGBILMD_01764	CDS	369				hypothetical protein
GFGBILMD_01765	CDS	708				hypothetical protein
GFGBILMD_01766	CDS	780				hypothetical protein
GFGBILMD_01767	CDS	465	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
GFGBILMD_01768	CDS	432				hypothetical protein
GFGBILMD_01769	CDS	303				hypothetical protein
GFGBILMD_01770	CDS	414				hypothetical protein
GFGBILMD_01771	CDS	834	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase SuhB
GFGBILMD_01772	CDS	798	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
GFGBILMD_01773	CDS	1587	sigA		COG0568	RNA polymerase sigma factor SigA
GFGBILMD_01774	CDS	429	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
GFGBILMD_01775	CDS	384				hypothetical protein
GFGBILMD_01776	CDS	189				hypothetical protein
GFGBILMD_01777	CDS	975				hypothetical protein
GFGBILMD_01778	CDS	249				hypothetical protein
GFGBILMD_01779	CDS	438				hypothetical protein
GFGBILMD_01780	CDS	972	sigB		COG0568	RNA polymerase sigma factor SigB
GFGBILMD_01781	CDS	693	ideR		COG1321	Iron-dependent repressor IdeR
GFGBILMD_01782	CDS	1083				hypothetical protein
GFGBILMD_01783	CDS	1416	sthA	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
GFGBILMD_01784	CDS	975				hypothetical protein
GFGBILMD_01785	CDS	1026			COG0596	putative protein
GFGBILMD_01786	CDS	687			COG0384	putative protein
GFGBILMD_01787	CDS	519				hypothetical protein
GFGBILMD_01788	CDS	465	nrdR		COG1327	Transcriptional repressor NrdR
GFGBILMD_01789	CDS	498				hypothetical protein
GFGBILMD_01790	CDS	711	lexA	3.4.21.88	COG1974	LexA repressor
GFGBILMD_01791	CDS	2100				hypothetical protein
GFGBILMD_01792	CDS	1194			COG0861	putative membrane protein
GFGBILMD_01793	CDS	1161	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GFGBILMD_01794	CDS	1488	hflX		COG2262	GTPase HflX
GFGBILMD_01795	CDS	870	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GFGBILMD_01796	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GFGBILMD_01797	CDS	696				hypothetical protein
GFGBILMD_01798	CDS	906				hypothetical protein
GFGBILMD_01799	CDS	1353				putative protein
GFGBILMD_01800	CDS	615				hypothetical protein
GFGBILMD_01801	CDS	1539	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GFGBILMD_01802	CDS	855				hypothetical protein
GFGBILMD_01803	CDS	993				hypothetical protein
GFGBILMD_01804	CDS	537	recX		COG2137	Regulatory protein RecX
GFGBILMD_01805	CDS	2373	recA		COG0468	Protein RecA
GFGBILMD_01806	CDS	207				hypothetical protein
GFGBILMD_01807	CDS	1167	rebG	4.3.3.5		4'-demethylrebeccamycin synthase
GFGBILMD_01808	CDS	450	ephG	3.3.2.10	COG4308	Epoxide hydrolase EphG
